REF_AREA,TIME_PERIOD,IMF_WEO_NGDP_RPCH,IMF_WEO_TM_RPCH,IMF_WEO_TMG_RPCH,IMF_WEO_TX_RPCH,IMF_WEO_TXG_RPCH,IMF_WEO_NGSD_NGDP,IMF_WEO_NID_NGDP,IMF_WEO_GGXCNL_NGDP,IMF_WEO_GGXONLB_NGDP,IMF_WEO_GGX_NGDP,IMF_WEO_GGXWDG_NGDP,IMF_WEO_LP,IMF_WEO_BCA_NGDPD,IMF_WEO_PPPSH,IMF_WEO_BCA
TWN,2001,-1.402,-14.261,-16.66,-8.337,-8.878,27.187,21.464,-5.588,2.971,24.332,30.126,22.406,5.708,0.906,17.084
TWN,2002,5.481,5.767,6.476,11.128,11.343,28.907,21.053,-5.242,2.971,22.06,29.779,22.521,7.919,0.93,24.346
TWN,2003,4.225,7.356,8.464,10.931,12.135,30.049,21.741,-4.333,2.971,22.173,32.15,22.605,8.904,0.931,28.261
TWN,2004,6.952,17.84,18.685,14.397,13.889,30.459,25.455,-4.622,2.971,21.243,33.446,22.689,4.976,0.946,17.263
TWN,2005,5.383,2.778,3.252,6.026,5.35,29.474,24.561,-2.497,2.971,20.925,34.068,22.77,3.996,0.952,14.948
TWN,2006,5.771,4.562,5.513,11.798,12.361,31.275,24.706,-2.179,2.971,19.494,33.297,22.877,5.992,0.957,23.157
TWN,2007,6.851,3.516,3.287,9.83,9.293,33.123,24.208,-2.223,2.971,19.02,32.157,22.958,7.875,0.971,32.044
TWN,2008,0.799,-1.478,-0.833,3.08,3.263,31.049,24.61,-2.737,2.971,19.752,33.353,23.037,5.962,0.951,24.794
TWN,2009,-1.613,-14.711,-15.208,-10.127,-10.541,31.062,19.972,-6.196,2.971,22.556,36.711,23.12,10.404,0.94,40.662
TWN,2010,10.245,30.629,32.04,27.62,28.048,34.056,25.088,-5.092,2.971,20.138,36.89,23.162,8.266,0.984,36.726
TWN,2011,3.674,1.745,1.575,5.96,5.977,31.969,23.606,-4.034,2.971,20.204,38.343,23.225,7.834,0.982,37.914
TWN,2012,2.222,21.599,21.132,21.192,22.084,32.247,22.69,-4.314,2.971,20.128,39.205,23.316,8.661,0.964,42.925
TWN,2013,2.484,1.203,1.587,0.962,0.572,33.288,22.536,-3.242,2.971,19.336,38.895,23.374,9.735,0.959,49.937
TWN,2014,4.719,1.889,1.624,2.699,1.523,34.75,22.564,-2.725,2.971,18.156,37.488,23.434,11.321,0.97,60.607
TWN,2015,1.466,-0.746,-1.377,-2.129,-2.826,36.564,21.731,-1.782,2.971,17.393,35.941,23.492,13.614,0.982,72.769
TWN,2016,2.165,-5.347,-6.524,-4.869,-5.614,36.112,21.632,-2.193,2.971,17.521,35.364,23.54,13.121,0.955,71.259
TWN,2017,3.311,3.186,3.692,6.311,6.739,36.103,20.971,-2.022,2.971,17.332,34.514,23.571,14.063,0.932,83.073
TWN,2018,2.787,1.525,1.031,0.471,-0.675,35.133,22.236,-1.866,2.971,17.369,33.914,23.589,11.635,0.925,70.883
TWN,2019,3.064,2.343,2.567,2.068,1.468,35.756,23.8,-1.776,2.971,17.281,32.725,23.603,10.748,0.927,65.71
TWN,2020,3.387,-3.287,3.573,0.06,3.6,40.269,24.217,-2.917,2.971,18.162,32.134,23.561,14.447,0.987,97.254
TWN,2021,6.62,17.375,19.651,18.437,18.754,43.877,27.409,-2.064,2.971,17.394,30.239,23.375,15.261,0.989,117.976
TWN,2022,2.588,1.513,0.159,-0.88,-2.045,43.032,28.148,-0.489,2.971,16.12,27.49,23.334,13.251,0.982,100.829
ZAF,2000,4.2,5.338,7.733,8.314,8.947,14.947,15.06,-1.383,2.971,22.646,37.929,44.9,-0.113,0.752,-0.172
ZAF,2001,2.7,0.25,0.155,2.393,0.815,14.82,14.574,-1.015,3.023,22.62,38.045,45.724,0.246,0.753,0.333
ZAF,2002,3.7,5.342,5.613,0.989,-0.809,15.843,15.036,-0.958,2.528,22.213,31.801,46.355,0.807,0.76,1.044
ZAF,2003,2.949,8.085,4.649,0.109,-1.762,14.922,15.657,-1.588,1.517,22.619,31.514,46.806,-0.735,0.752,-1.447
ZAF,2004,4.555,15.508,17.895,2.834,4.158,14.489,16.96,-1.044,1.887,22.708,30.733,47.31,-2.472,0.747,-6.332
ZAF,2005,5.277,10.879,11.776,8.567,8.802,14.039,16.832,-0.102,2.575,25.14,29.637,47.86,-2.792,0.751,-8.063
ZAF,2006,5.604,18.261,19.888,7.463,6.987,14.462,18.49,0.813,3.258,24.667,28.03,48.446,-4.028,0.754,-12.248
ZAF,2007,5.36,9.366,10.046,7.829,7.459,14.48,19.326,1.215,3.413,24.429,24.326,49.089,-4.846,0.754,-16.121
ZAF,2008,3.191,2.809,4.079,1.55,2.036,16.269,21.287,-0.488,1.55,26.009,24.045,49.795,-5.018,0.756,-15.881
ZAF,2009,-1.538,-17.66,-21.394,-17.024,-18.517,16.332,18.767,-4.667,-2.621,28.457,26.995,50.545,-2.435,0.748,-8.063
ZAF,2010,3.04,10.794,9.743,7.718,8.702,16.26,17.596,-4.514,-2.284,28.34,31.185,51.329,-1.336,0.732,-5.576
ZAF,2011,3.169,11.838,14.677,3.008,3.456,16.847,18.853,-3.704,-1.402,28.08,34.742,52.129,-2.006,0.727,-9.204
ZAF,2012,2.396,3.868,6.511,1.112,0.106,13.895,18.585,-4.039,-1.595,28.619,37.408,52.93,-4.689,0.692,-20.371
ZAF,2013,2.485,4.039,5.119,3.733,3.645,13.842,19.169,-3.904,-1.248,28.91,40.356,53.751,-5.326,0.69,-21.353
ZAF,2014,1.414,-0.687,-0.147,3.646,3.193,13.682,18.488,-3.926,-1.159,29.321,43.253,54.574,-4.806,0.675,-18.321
ZAF,2015,1.322,5.045,5.055,3.06,3.304,14.294,18.633,-4.374,-1.44,30.164,45.195,55.407,-4.339,0.677,-15.043
ZAF,2016,0.665,-4.133,-4.529,0.407,-0.607,14.285,16.96,-3.725,-0.617,29.909,47.134,56.252,-2.676,0.663,-8.656
ZAF,2017,1.158,1.533,2.118,-0.273,0.534,14.243,16.611,-4.016,-0.762,29.86,48.588,57.098,-2.368,0.644,-9.028
ZAF,2018,1.557,3.479,4.823,2.748,3.658,13.242,16.171,-3.732,-0.353,30.152,51.536,57.939,-2.929,0.632,-11.865
ZAF,2019,0.26,0.553,0.812,-3.313,-3.381,13.216,15.821,-4.696,-1.13,31.394,56.101,58.775,-2.604,0.616,-10.137
ZAF,2020,-5.963,-17.577,-15.421,-11.968,-6.278,14.482,12.538,-9.612,-5.531,34.583,68.863,59.622,1.944,0.597,6.574
ZAF,2021,4.703,9.58,10.018,9.09,11.311,16.696,13.045,-5.534,-1.324,32.602,68.797,60.143,3.651,0.587,15.334
ZAF,2022,1.91,14.893,12.582,7.39,4.03,14.926,15.379,-4.273,0.254,32.01,71.121,60.604,-0.453,0.579,-1.834
